ortologus_row,start_codons,ATG,GTG,TTG,uniformity,Species,Genes,Alg.-Conn.,S_ruber0.fasta,S_ruber1.fasta,S_ruber2.fasta,S_ruber3.fasta,S_ruber4.fasta,S_ruber5.fasta,S_ruber6.fasta,S_ruber7.fasta,cog,organism
2626,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@2730639792:0.951,*,GNNGOPDE_01514_S_ruber1_3,DFALBHKG_01386_S_ruber2_4,NHIKOAIL_01432_S_ruber3_5,*,MENLLFMI_01437_S_ruber5_1,FBNFPFMN_01467_S_ruber6_2,HOOJEANF_01414_S_ruber7_2,absent,S_ruber
2627,"['TTG', 'ATG', 'TTG', 'ATG', 'TTG', 'TTG']",2.0,0.0,4.0,different,6,6,@2805947596:0.828,*,GNNGOPDE_01310_S_ruber1_3,*,NHIKOAIL_01226_S_ruber3_5,KFBDFGIE_01145_S_ruber4_1,MENLLFMI_01224_S_ruber5_1,FBNFPFMN_01259_S_ruber6_2,HOOJEANF_01173_S_ruber7_2,absent,S_ruber
2628,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@2880475404:0.974,*,GNNGOPDE_01227_S_ruber1_3,DFALBHKG_01095_S_ruber2_4,NHIKOAIL_01143_S_ruber3_5,*,MENLLFMI_01141_S_ruber5_1,FBNFPFMN_01175_S_ruber6_2,HOOJEANF_01090_S_ruber7_2,absent,S_ruber
2629,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@2948039390:0.869,*,*,DFALBHKG_03013_S_ruber2_4,NHIKOAIL_03133_S_ruber3_5,KFBDFGIE_03099_S_ruber4_1,MENLLFMI_03063_S_ruber5_1,FBNFPFMN_03061_S_ruber6_2,HOOJEANF_03005_S_ruber7_2,absent,S_ruber
2630,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3012375324:0.968,BJLFMBCO_01583_S_ruber0_5,GNNGOPDE_01709_S_ruber1_3,*,NHIKOAIL_01626_S_ruber3_5,*,MENLLFMI_01629_S_ruber5_1,FBNFPFMN_01661_S_ruber6_2,HOOJEANF_01609_S_ruber7_2,absent,S_ruber
2631,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@302663396:0.97,BJLFMBCO_00070_S_ruber0_5,GNNGOPDE_00069_S_ruber1_3,*,NHIKOAIL_00070_S_ruber3_5,*,MENLLFMI_00081_S_ruber5_1,FBNFPFMN_00071_S_ruber6_2,HOOJEANF_00070_S_ruber7_2,absent,S_ruber
2632,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3040024930:0.944,BJLFMBCO_00342_S_ruber0_5,GNNGOPDE_00407_S_ruber1_3,DFALBHKG_00337_S_ruber2_4,*,*,MENLLFMI_00337_S_ruber5_1,FBNFPFMN_00323_S_ruber6_2,HOOJEANF_00297_S_ruber7_2,absent,S_ruber
2633,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3043059066:0.965,BJLFMBCO_01218_S_ruber0_5,GNNGOPDE_01340_S_ruber1_3,DFALBHKG_01210_S_ruber2_4,NHIKOAIL_01256_S_ruber3_5,*,*,FBNFPFMN_01289_S_ruber6_2,HOOJEANF_01243_S_ruber7_2,absent,S_ruber
2634,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3097047354:0.883,BJLFMBCO_02167_S_ruber0_5,GNNGOPDE_02324_S_ruber1_3,*,NHIKOAIL_02214_S_ruber3_5,*,MENLLFMI_02248_S_ruber5_1,FBNFPFMN_02248_S_ruber6_2,HOOJEANF_02185_S_ruber7_2,absent,S_ruber
2635,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3171405594:0.963,*,GNNGOPDE_02502_S_ruber1_3,DFALBHKG_02373_S_ruber2_4,*,KFBDFGIE_02476_S_ruber4_1,MENLLFMI_02430_S_ruber5_1,FBNFPFMN_02428_S_ruber6_2,HOOJEANF_02366_S_ruber7_2,absent,S_ruber
2636,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3225723502:0.512,*,GNNGOPDE_02481_S_ruber1_3,DFALBHKG_02348_S_ruber2_4,NHIKOAIL_02367_S_ruber3_5,*,MENLLFMI_02408_S_ruber5_1,FBNFPFMN_02406_S_ruber6_2,HOOJEANF_02344_S_ruber7_2,absent,S_ruber
2637,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3295602322:0.869,BJLFMBCO_00714_S_ruber0_5,GNNGOPDE_00830_S_ruber1_3,DFALBHKG_00698_S_ruber2_4,NHIKOAIL_00741_S_ruber3_5,*,*,FBNFPFMN_00778_S_ruber6_2,HOOJEANF_00694_S_ruber7_2,absent,S_ruber
2638,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3358062152:0.976,BJLFMBCO_02580_S_ruber0_5,GNNGOPDE_02851_S_ruber1_3,DFALBHKG_02626_S_ruber2_4,NHIKOAIL_02751_S_ruber3_5,*,MENLLFMI_02684_S_ruber5_1,FBNFPFMN_02677_S_ruber6_2,*,absent,S_ruber
2639,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,6.0,0.0,same,6,6,@3448942420:0.714,BJLFMBCO_00117_S_ruber0_5,*,DFALBHKG_00121_S_ruber2_4,NHIKOAIL_00116_S_ruber3_5,*,MENLLFMI_00136_S_ruber5_1,FBNFPFMN_00117_S_ruber6_2,HOOJEANF_00123_S_ruber7_2,absent,S_ruber
2640,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3456097382:0.969,BJLFMBCO_02655_S_ruber0_5,*,DFALBHKG_02706_S_ruber2_4,NHIKOAIL_02822_S_ruber3_5,KFBDFGIE_02797_S_ruber4_1,*,FBNFPFMN_02751_S_ruber6_2,HOOJEANF_02691_S_ruber7_2,absent,S_ruber
2641,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@356309244:0.965,BJLFMBCO_00823_S_ruber0_5,GNNGOPDE_00946_S_ruber1_3,DFALBHKG_00811_S_ruber2_4,*,KFBDFGIE_00777_S_ruber4_1,MENLLFMI_00859_S_ruber5_1,*,HOOJEANF_00815_S_ruber7_2,absent,S_ruber
2642,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3570003890:0.969,*,*,DFALBHKG_02434_S_ruber2_4,NHIKOAIL_02455_S_ruber3_5,KFBDFGIE_02537_S_ruber4_1,MENLLFMI_02490_S_ruber5_1,FBNFPFMN_02488_S_ruber6_2,HOOJEANF_02425_S_ruber7_2,absent,S_ruber
2643,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3592806186:0.974,*,GNNGOPDE_01221_S_ruber1_3,DFALBHKG_01089_S_ruber2_4,NHIKOAIL_01137_S_ruber3_5,*,MENLLFMI_01135_S_ruber5_1,FBNFPFMN_01169_S_ruber6_2,HOOJEANF_01084_S_ruber7_2,absent,S_ruber
2644,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3604184118:0.933,BJLFMBCO_02503_S_ruber0_5,GNNGOPDE_02774_S_ruber1_3,DFALBHKG_02550_S_ruber2_4,*,KFBDFGIE_02653_S_ruber4_1,*,FBNFPFMN_02603_S_ruber6_2,HOOJEANF_02544_S_ruber7_2,absent,S_ruber
2645,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3645152472:0.962,*,GNNGOPDE_01224_S_ruber1_3,DFALBHKG_01092_S_ruber2_4,NHIKOAIL_01140_S_ruber3_5,*,MENLLFMI_01138_S_ruber5_1,FBNFPFMN_01172_S_ruber6_2,HOOJEANF_01087_S_ruber7_2,absent,S_ruber
2646,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3752490724:0.123,*,GNNGOPDE_00196_S_ruber1_3,DFALBHKG_00182_S_ruber2_4,NHIKOAIL_00188_S_ruber3_5,*,MENLLFMI_00195_S_ruber5_1,FBNFPFMN_00189_S_ruber6_2,HOOJEANF_00179_S_ruber7_2,absent,S_ruber
2647,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3793589352:0.875,BJLFMBCO_00983_S_ruber0_5,GNNGOPDE_01109_S_ruber1_3,*,NHIKOAIL_01024_S_ruber3_5,KFBDFGIE_00936_S_ruber4_1,MENLLFMI_01023_S_ruber5_1,FBNFPFMN_01055_S_ruber6_2,*,absent,S_ruber
2648,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3849993004:0.872,BJLFMBCO_02766_S_ruber0_5,GNNGOPDE_03037_S_ruber1_3,*,NHIKOAIL_02936_S_ruber3_5,KFBDFGIE_02910_S_ruber4_1,MENLLFMI_02867_S_ruber5_1,*,HOOJEANF_02804_S_ruber7_2,absent,S_ruber
2649,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3935897796:0.626,*,GNNGOPDE_00410_S_ruber1_3,DFALBHKG_00340_S_ruber2_4,NHIKOAIL_00323_S_ruber3_5,*,MENLLFMI_00340_S_ruber5_1,FBNFPFMN_00326_S_ruber6_2,HOOJEANF_00300_S_ruber7_2,absent,S_ruber
2650,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@3937843244:0.937,BJLFMBCO_02765_S_ruber0_5,GNNGOPDE_03036_S_ruber1_3,*,NHIKOAIL_02935_S_ruber3_5,KFBDFGIE_02909_S_ruber4_1,MENLLFMI_02866_S_ruber5_1,*,HOOJEANF_02803_S_ruber7_2,absent,S_ruber
2651,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,6.0,0.0,same,6,6,@3958022736:0.958,*,GNNGOPDE_01219_S_ruber1_3,DFALBHKG_01087_S_ruber2_4,NHIKOAIL_01135_S_ruber3_5,*,MENLLFMI_01133_S_ruber5_1,FBNFPFMN_01167_S_ruber6_2,HOOJEANF_01082_S_ruber7_2,absent,S_ruber
2652,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,6.0,0.0,same,6,6,@402230856:0.97,*,GNNGOPDE_01225_S_ruber1_3,DFALBHKG_01093_S_ruber2_4,NHIKOAIL_01141_S_ruber3_5,*,MENLLFMI_01139_S_ruber5_1,FBNFPFMN_01173_S_ruber6_2,HOOJEANF_01088_S_ruber7_2,absent,S_ruber
2653,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@402487760:0.797,BJLFMBCO_00364_S_ruber0_5,GNNGOPDE_00432_S_ruber1_3,*,NHIKOAIL_00343_S_ruber3_5,KFBDFGIE_00301_S_ruber4_1,MENLLFMI_00365_S_ruber5_1,FBNFPFMN_00346_S_ruber6_2,*,absent,S_ruber
2654,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@4069759236:0.939,*,GNNGOPDE_00412_S_ruber1_3,DFALBHKG_00342_S_ruber2_4,NHIKOAIL_00325_S_ruber3_5,*,MENLLFMI_00342_S_ruber5_1,FBNFPFMN_00328_S_ruber6_2,HOOJEANF_00302_S_ruber7_2,absent,S_ruber
2655,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@4100620250:0.957,BJLFMBCO_00052_S_ruber0_5,GNNGOPDE_00052_S_ruber1_3,DFALBHKG_00054_S_ruber2_4,NHIKOAIL_00053_S_ruber3_5,KFBDFGIE_00052_S_ruber4_1,*,FBNFPFMN_00053_S_ruber6_2,*,absent,S_ruber
2656,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@4173330694:0.932,BJLFMBCO_02717_S_ruber0_5,GNNGOPDE_02988_S_ruber1_3,*,*,KFBDFGIE_02861_S_ruber4_1,MENLLFMI_02818_S_ruber5_1,FBNFPFMN_02814_S_ruber6_2,HOOJEANF_02754_S_ruber7_2,absent,S_ruber
2657,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@420485242:0.957,*,GNNGOPDE_01209_S_ruber1_3,DFALBHKG_01077_S_ruber2_4,NHIKOAIL_01125_S_ruber3_5,KFBDFGIE_01037_S_ruber4_1,MENLLFMI_01123_S_ruber5_1,*,HOOJEANF_01072_S_ruber7_2,absent,S_ruber
2658,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@4228509416:0.943,BJLFMBCO_02426_S_ruber0_5,*,DFALBHKG_02474_S_ruber2_4,NHIKOAIL_02495_S_ruber3_5,KFBDFGIE_02578_S_ruber4_1,*,FBNFPFMN_02528_S_ruber6_2,HOOJEANF_02466_S_ruber7_2,absent,S_ruber
2659,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@4235468434:0.958,*,GNNGOPDE_00409_S_ruber1_3,DFALBHKG_00339_S_ruber2_4,NHIKOAIL_00322_S_ruber3_5,*,MENLLFMI_00339_S_ruber5_1,FBNFPFMN_00325_S_ruber6_2,HOOJEANF_00299_S_ruber7_2,absent,S_ruber
2660,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@486982724:0.973,BJLFMBCO_01584_S_ruber0_5,GNNGOPDE_01710_S_ruber1_3,*,NHIKOAIL_01627_S_ruber3_5,*,MENLLFMI_01630_S_ruber5_1,FBNFPFMN_01662_S_ruber6_2,HOOJEANF_01610_S_ruber7_2,absent,S_ruber
2661,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@491734110:0.871,BJLFMBCO_02767_S_ruber0_5,GNNGOPDE_03038_S_ruber1_3,*,NHIKOAIL_02937_S_ruber3_5,KFBDFGIE_02912_S_ruber4_1,MENLLFMI_02868_S_ruber5_1,*,HOOJEANF_02805_S_ruber7_2,absent,S_ruber
2662,"['GTG', 'GTG', 'ATG', 'ATG', 'ATG', 'ATG']",4.0,2.0,0.0,different,6,6,@532224358:0.522,*,GNNGOPDE_00207_S_ruber1_3,DFALBHKG_00194_S_ruber2_4,NHIKOAIL_00201_S_ruber3_5,*,MENLLFMI_00206_S_ruber5_1,FBNFPFMN_00202_S_ruber6_2,HOOJEANF_00190_S_ruber7_2,absent,S_ruber
2663,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@558956344:0.921,BJLFMBCO_02687_S_ruber0_5,GNNGOPDE_02958_S_ruber1_3,DFALBHKG_02739_S_ruber2_4,NHIKOAIL_02857_S_ruber3_5,KFBDFGIE_02830_S_ruber4_1,*,FBNFPFMN_02784_S_ruber6_2,*,absent,S_ruber
2664,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@842028652:0.968,BJLFMBCO_00397_S_ruber0_5,GNNGOPDE_00465_S_ruber1_3,DFALBHKG_00391_S_ruber2_4,NHIKOAIL_00376_S_ruber3_5,KFBDFGIE_00334_S_ruber4_1,*,*,HOOJEANF_00352_S_ruber7_2,absent,S_ruber
2665,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@851585416:0.818,*,GNNGOPDE_02476_S_ruber1_3,DFALBHKG_02342_S_ruber2_4,*,KFBDFGIE_02447_S_ruber4_1,MENLLFMI_02402_S_ruber5_1,FBNFPFMN_02400_S_ruber6_2,HOOJEANF_02338_S_ruber7_2,absent,S_ruber
2666,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",6.0,0.0,0.0,same,6,6,@864585104:0.928,*,GNNGOPDE_00085_S_ruber1_3,DFALBHKG_00087_S_ruber2_4,NHIKOAIL_00082_S_ruber3_5,*,MENLLFMI_00093_S_ruber5_1,FBNFPFMN_00083_S_ruber6_2,HOOJEANF_00082_S_ruber7_2,absent,S_ruber
2677,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1041080456:0.935,*,*,DFALBHKG_02349_S_ruber2_4,NHIKOAIL_02368_S_ruber3_5,*,MENLLFMI_02409_S_ruber5_1,FBNFPFMN_02407_S_ruber6_2,HOOJEANF_02345_S_ruber7_2,absent,S_ruber
2678,"['GTG', 'ATG', 'ATG', 'GTG', 'ATG']",3.0,2.0,0.0,different,5,5,@105829248:0.127,BJLFMBCO_00306_S_ruber0_5,GNNGOPDE_00382_S_ruber1_3,*,*,*,MENLLFMI_00312_S_ruber5_1,FBNFPFMN_00312_S_ruber6_2,HOOJEANF_00272_S_ruber7_2,absent,S_ruber
2679,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1069093622:0.941,BJLFMBCO_00155_S_ruber0_5,GNNGOPDE_00176_S_ruber1_3,DFALBHKG_00163_S_ruber2_4,NHIKOAIL_00168_S_ruber3_5,*,*,FBNFPFMN_00169_S_ruber6_2,*,absent,S_ruber
2680,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1161872820:0.774,BJLFMBCO_00226_S_ruber0_5,*,DFALBHKG_00224_S_ruber2_4,NHIKOAIL_00237_S_ruber3_5,KFBDFGIE_00210_S_ruber4_1,*,FBNFPFMN_00237_S_ruber6_2,*,absent,S_ruber
2681,"['GTG', 'GTG', 'GTG', 'GTG', 'ATG']",1.0,4.0,0.0,different,5,5,@1165821626:0.903,*,*,DFALBHKG_02424_S_ruber2_4,*,KFBDFGIE_02526_S_ruber4_1,MENLLFMI_02480_S_ruber5_1,FBNFPFMN_02478_S_ruber6_2,HOOJEANF_02415_S_ruber7_2,absent,S_ruber
2682,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1209575908:0.907,BJLFMBCO_01368_S_ruber0_5,GNNGOPDE_01492_S_ruber1_3,DFALBHKG_01364_S_ruber2_4,*,KFBDFGIE_01329_S_ruber4_1,*,*,HOOJEANF_01392_S_ruber7_2,absent,S_ruber
2683,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1214475928:0.976,BJLFMBCO_00658_S_ruber0_5,*,*,NHIKOAIL_00640_S_ruber3_5,KFBDFGIE_00603_S_ruber4_1,MENLLFMI_00660_S_ruber5_1,FBNFPFMN_00639_S_ruber6_2,*,COG0438,S_ruber
2684,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1225574574:0.874,BJLFMBCO_00984_S_ruber0_5,*,*,NHIKOAIL_01025_S_ruber3_5,KFBDFGIE_00937_S_ruber4_1,MENLLFMI_01024_S_ruber5_1,FBNFPFMN_01056_S_ruber6_2,*,absent,S_ruber
2685,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@125910248:0.983,*,GNNGOPDE_02840_S_ruber1_3,DFALBHKG_02615_S_ruber2_4,NHIKOAIL_02741_S_ruber3_5,*,MENLLFMI_02673_S_ruber5_1,FBNFPFMN_02666_S_ruber6_2,*,absent,S_ruber
2686,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1370170652:0.526,BJLFMBCO_02152_S_ruber0_5,*,DFALBHKG_02173_S_ruber2_4,*,*,MENLLFMI_02234_S_ruber5_1,FBNFPFMN_02234_S_ruber6_2,HOOJEANF_02169_S_ruber7_2,absent,S_ruber
2687,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1615791596:0.673,*,GNNGOPDE_00747_S_ruber1_3,DFALBHKG_00674_S_ruber2_4,NHIKOAIL_00668_S_ruber3_5,*,MENLLFMI_00686_S_ruber5_1,FBNFPFMN_00665_S_ruber6_2,*,absent,S_ruber
2688,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1684436060:0.967,*,GNNGOPDE_00518_S_ruber1_3,DFALBHKG_00443_S_ruber2_4,NHIKOAIL_00428_S_ruber3_5,*,MENLLFMI_00453_S_ruber5_1,*,HOOJEANF_00406_S_ruber7_2,absent,S_ruber
2689,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1718114908:0.741,BJLFMBCO_00913_S_ruber0_5,*,*,*,KFBDFGIE_00869_S_ruber4_1,MENLLFMI_00954_S_ruber5_1,FBNFPFMN_00986_S_ruber6_2,HOOJEANF_00905_S_ruber7_2,absent,S_ruber
2690,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1761342862:0.71,BJLFMBCO_00281_S_ruber0_5,*,DFALBHKG_00262_S_ruber2_4,NHIKOAIL_00267_S_ruber3_5,KFBDFGIE_00244_S_ruber4_1,*,FBNFPFMN_00267_S_ruber6_2,*,absent,S_ruber
2691,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1779978004:0.962,*,*,DFALBHKG_02350_S_ruber2_4,NHIKOAIL_02369_S_ruber3_5,*,MENLLFMI_02410_S_ruber5_1,FBNFPFMN_02408_S_ruber6_2,HOOJEANF_02346_S_ruber7_2,absent,S_ruber
2692,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1804980986:0.923,*,GNNGOPDE_00515_S_ruber1_3,DFALBHKG_00440_S_ruber2_4,NHIKOAIL_00425_S_ruber3_5,*,MENLLFMI_00450_S_ruber5_1,*,HOOJEANF_00403_S_ruber7_2,absent,S_ruber
2693,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1916877676:0.96,*,*,DFALBHKG_02347_S_ruber2_4,*,KFBDFGIE_02452_S_ruber4_1,MENLLFMI_02407_S_ruber5_1,FBNFPFMN_02405_S_ruber6_2,HOOJEANF_02343_S_ruber7_2,absent,S_ruber
2694,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@1941178868:0.822,BJLFMBCO_00328_S_ruber0_5,GNNGOPDE_00402_S_ruber1_3,*,ILAIMGLD_00058_S_ruber3_2,*,MENLLFMI_00332_S_ruber5_1,*,HOOJEANF_00292_S_ruber7_2,absent,S_ruber
2695,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@2011532232:0.928,BJLFMBCO_02566_S_ruber0_5,GNNGOPDE_02838_S_ruber1_3,DFALBHKG_02613_S_ruber2_4,NHIKOAIL_02739_S_ruber3_5,*,MENLLFMI_02671_S_ruber5_1,*,*,absent,S_ruber
2696,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@2029664654:0.968,*,*,DFALBHKG_00721_S_ruber2_4,NHIKOAIL_00766_S_ruber3_5,KFBDFGIE_00683_S_ruber4_1,MENLLFMI_00768_S_ruber5_1,FBNFPFMN_00803_S_ruber6_2,*,absent,S_ruber
2697,"['ATG', 'ATG', 'ATG', 'ATG', 'TTG']",4.0,0.0,1.0,different,5,5,@2066716084:0.697,BJLFMBCO_00982_S_ruber0_5,*,DFALBHKG_00974_S_ruber2_4,*,*,MENLLFMI_01022_S_ruber5_1,FBNFPFMN_01054_S_ruber6_2,HOOJEANF_00972_S_ruber7_2,absent,S_ruber
2698,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@2077613068:0.938,*,GNNGOPDE_00211_S_ruber1_3,*,NHIKOAIL_00205_S_ruber3_5,*,MENLLFMI_00210_S_ruber5_1,FBNFPFMN_00206_S_ruber6_2,HOOJEANF_00194_S_ruber7_2,absent,S_ruber
2699,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@2157105580:0.98,*,GNNGOPDE_03137_S_ruber1_3,*,NHIKOAIL_03034_S_ruber3_5,*,MENLLFMI_02963_S_ruber5_1,FBNFPFMN_02961_S_ruber6_2,HOOJEANF_02905_S_ruber7_2,absent,S_ruber
2700,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@2190708966:0.893,BJLFMBCO_00715_S_ruber0_5,*,DFALBHKG_00702_S_ruber2_4,*,KFBDFGIE_00663_S_ruber4_1,MENLLFMI_00748_S_ruber5_1,*,HOOJEANF_00703_S_ruber7_2,absent,S_ruber
2701,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,5.0,0.0,same,5,5,@2228689104:0.81,BJLFMBCO_02058_S_ruber0_5,GNNGOPDE_02213_S_ruber1_3,*,NHIKOAIL_02108_S_ruber3_5,KFBDFGIE_02043_S_ruber4_1,*,*,HOOJEANF_02081_S_ruber7_2,absent,S_ruber
2702,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@2299829318:0.26,*,GNNGOPDE_00083_S_ruber1_3,*,NHIKOAIL_00080_S_ruber3_5,*,MENLLFMI_00091_S_ruber5_1,FBNFPFMN_00081_S_ruber6_2,HOOJEANF_00080_S_ruber7_2,absent,S_ruber
2703,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@231011320:0.994,BJLFMBCO_00562_S_ruber0_5,*,DFALBHKG_00553_S_ruber2_4,NHIKOAIL_00544_S_ruber3_5,KFBDFGIE_00498_S_ruber4_1,*,*,HOOJEANF_00518_S_ruber7_2,absent,S_ruber
2704,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@2346645798:0.978,*,GNNGOPDE_00086_S_ruber1_3,*,NHIKOAIL_00083_S_ruber3_5,*,MENLLFMI_00094_S_ruber5_1,FBNFPFMN_00084_S_ruber6_2,HOOJEANF_00083_S_ruber7_2,absent,S_ruber
2705,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG']",5.0,0.0,0.0,same,5,5,@2386817516:0.964,*,*,DFALBHKG_00141_S_ruber2_4,NHIKOAIL_00148_S_ruber3_5,*,MENLLFMI_00155_S_ruber5_1,FBNFPFMN_00149_S_ruber6_2,HOOJEANF_00142_S_ruber7_2,absent,S_ruber
2706,"['TTG', 'TTG', 'TTG', 'TTG', 'TTG']",0.0,0.0,5.0,same,5,5,@2433084524:0.898,BJLFMBCO_00286_S_ruber0_5,*,DFALBHKG_00275_S_ruber2_4,NHIKOAIL_00279_S_ruber3_5,KFBDFGIE_00258_S_ruber4_1,*,FBNFPFMN_00279_S_ruber6_2,*,absent,S_ruber
